Number of hit	Text ID	Context before	Query item	Context after
5552	9894677	refractory to other species ? repertoires , and provide a	novel	opportunity to further define the exhausted T cell surface .
5553	9889790	For this subset of RA patients , disruption of a	novel	pathway that impairs the synergy between TNF and IL -
5554	9889790	to the erosive phase . We further postulate that a	novel	TLR5 Ab generated by our lab may be an alternative
5555	9889790	models . Successful completion of this project will identify a	novel	mechanism that links the function of effector myeloid cells to
5556	9889790	myeloid cells to lymphoid cells as well as establishing a	novel	treatment strategy for RA patients that do not respond to
5557	9889551	molecular mechanisms underlying muscle activity - induced signaling may provide	novel	basic information about muscle function and adaptation and ultimately could
5558	9889551	Estrogen -related receptor ) transcription factors , we identified a	novel	PGC - 1 / ERR target gene , termed Perm1
5559	9889551	. To address this hypothesis , we have generated two	novel	mouse models in which Perm1 is either specifically increased in
5560	9889586	. Here , we present strong preliminary data that a	novel	isoform of the cell adhesion molecule neurofascin ( Nfasc )
5561	9889770	acute brain injury . Furthermore , the identification of a	novel	metabolic link between NAD + catabolism , acetylation / deacetylation
5562	9892082	been supported by the NHLBI contributing to the development of	novel	techniques and transformative theories in vascular permeability . We were
5563	9892082	exciting findings , our program continues to advance by exploring	novel	diagnostic / therapeutic targets with mechanistic insights that will transform
5564	9892703	growth and stemness . We will also address discovery of	novel	regulated and direct targets of YAP1 / TAZ in this
5565	9895949	bind to specific PIPs , which positions us to identify	novel	pathways that are engaged during T cell activation . The
5566	9895949	pathways that are engaged during T cell activation . The	novel	result that T cells transduce TCR signal strength by generating
5567	9895949	. Taken together , results from this work will provide	novel	mechanisms of receptor signal integration at the molecular level and
5568	9896439	for AD and that by dampening microglial neuroinflammation with our	novel	approach ( nasal anti- CD3 ) we will be able
5569	9896522	will explore the potential for cell cycle priming as a	novel	platform technology for functional tissue engineering and generation of tissues
5570	9897206	is to test the central hypothesis that METTL3 is a	novel	oncogenic factor in lung cancer . The global m6A mRNA
5571	9897206	a mouse lung cancer model , as well as a	novel	lung organoid model and a panel of assays will be
5572	9897365	term objective of this proposed research project is to develop	novel	integrated multi-modality imaging approaches to effectively guide radiation delivery for
5573	9897365	in dose painting ) increases tumor cure . This involved	novel	3D rapidly printed radiation blocks and conformal animal radiation .
5574	9897365	using EPRI p O2 images as the gold standard ,	novel	quantitative hypoxia parametric imaging methodologies based on PET - FMISO
5575	9897365	in animal studies : ( 1 ) Implementing and validating	novel	quantitative multi-modality PET/MR / EPR imaging methodologies ; ( 2
5576	9991970	a single nanoparticle . These tests will take place using	novel	models of ovarian cancer ? a disease notably unresponsive to
5577	9906544	CD8 T cell differentiation towards an effector profile can identify	novel	immunotherapeutic targets . Thus , the long - term goal
5578	9906544	project could lead to the identification of BATF as a	novel	therapeutic mechanism to enhance effector CD8 T cell differentiation to
5579	9873787	therapeutic areas . Therefore , it is mandatory to explore	novel	drug targets that play functional role in the pathology of
5580	9873408	+ ) women . These experiments , along with our	novel	approaches pioneering experimental methods for the difficult field of mycoplasma
5581	9894994	. The goal of this project is to investigate this	novel	facet of brain pericyte biology and its role in maintenance
5582	9894994	microstructure of tissue oxygen distribution and neuronal synaptic function using	novel	imaging probes . In Aim 3 , we will determine
5583	9894994	dynamics of capillary function . Finally , we will establish	novel	methods to quantify and manipulate pericyte remodeling , allowing the
5584	9895033	identify new targets to modulate neurogenesis in vivo , offer	novel	approaches for expanding enteric neurons in the hypoganglionic transition zone
5585	9895176	mechanisms of latency and reactivation to be able to design	novel	therapies . Currently used neuron culture models of HSV -
5586	9895176	stress pathways enabling escape from silencing will contribute to designing	novel	therapeutic strategies to control virus reactivation and related pathologies in
5587	9906474	molecular pathways driving meningioma in order to shed light on	novel	molecular therapies for meningioma patients . Our preliminary data demonstrate
5588	9849908	the first to evaluate the efficacy and safety of a	novel	combination of well - studied drugs for improving birth outcomes
5589	9850044	infection model of shigellosis . This study will also generate	novel	, preliminary microbiome data of bacteriophage interaction with normal gut
5590	9892167	known mechanism of prostate cancer progression . Building on these	novel	findings , we hypothesize that loss of FAM3B drives prostate
5591	9892166	shape the direction for this K01 proposal to develop a	novel	sleep intervention grounded in cultural values to improve total sleep
5592	9892166	child sleep environment to develop and pilot - test a	novel	culturally appropriate sleep intervention in the Blackfeet community . Developing
5593	9892798	of this project is to test the ability of a	novel	and promising pharmacological intervention , unacylated ghrelin , to delay
5594	9893632	plaque dictates the progression of atherosclerosis . Thus , these	novel	SMC progenitors are critical to the pathogenesis of pulmonary hypertension
5595	9893632	our research program promises to yield seminal insights into this	novel	progenitor cell type that is vitally important for vascular pathologies
5596	9894543	affected by UFP exposure from co-pollutants . We will apply	novel	exposure assessment approaches enabled by our innovative integration of wearable
5597	9897018	Therefore , better understanding mechanisms of TNBC progression and identifying	novel	treatment approaches for patients who have progressed on standard treatment
5598	9897018	rational and effective combination therapies for TNBC patients by defining	novel	strategies that not only enhance cancer therapy by inhibiting mitosis
5599	9897046	Yap / Taz activity , as well as identified a	novel	mesenchymal cell population that we hypothesize mediates these microenvironment changes
